dataset,LTER_Site,C,N,CN_Ratio,Nit,Min,NM_Ratio,Lat,Long,MAT,MAP
17,CAP,1.4728,0.21175,6.955413351,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.8290,3.31596,1.154714612,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.2581,1.18357,1.062946954,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.6862,0.38918,1.763197587,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.6616,0.36561,1.809599221,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.0757,2.08955,0.9933731985,0.70405,0.07012,10.04086,33.01,-111.48,23.00,193.00
17,CAP,1.1457,1.02866,1.113790536,0.45161,0.04729,9.54940,33.01,-111.48,23.00,193.00
17,CAP,1.1391,1.00507,1.133306403,0.80327,0.09005,8.92041,33.01,-111.48,23.00,193.00
17,CAP,1.9975,1.99063,1.003430078,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.5009,0.43641,1.147755551,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7146,2.62585,1.033788691,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7629,2.21541,1.247125703,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1428,0.43631,2.619319054,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.9352,2.27463,1.290388696,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.1610,1.90103,1.136759164,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.4092,0.46414,3.036126797,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.0705,2.09517,1.465534284,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.1262,2.73040,1.144969182,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.2535,0.19787,1.281004099,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.3748,2.24796,1.056419674,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.0597,2.07063,0.99470161,1.06215,0.10330,10.28257,33.01,-111.48,23.00,193.00
17,CAP,0.5421,0.54680,0.9913861685,0.36931,0.03884,9.50839,33.01,-111.48,23.00,193.00
17,CAP,1.8436,1.14291,1.613032324,0.60624,0.07064,8.58215,33.01,-111.48,23.00,193.00
17,CAP,3.6119,1.52773,2.364260345,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9077,0.07391,12.28167833,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.1950,-0.25858,-0.7541466697,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.2079,4.02466,1.045538516,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.8430,1.30809,1.408927068,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.3298,3.90641,1.108379021,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.8758,4.81105,1.01345091,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.3146,1.42279,1.626773012,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,5.8866,4.58534,1.283790359,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.3393,3.34005,0.999770363,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1820,1.15832,1.020433023,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.1788,3.15591,1.007261621,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.9649,3.94661,1.004641194,1.56386,0.14338,10.90737,33.01,-111.48,23.00,193.00
17,CAP,0.7020,0.62009,1.132155223,0.71230,0.08129,8.76218,33.01,-111.48,23.00,193.00
17,CAP,3.8545,3.77122,1.022084913,1.84825,0.17558,10.52676,33.01,-111.48,23.00,193.00
17,CAP,2.9727,2.77279,1.072093142,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.7147,0.54316,1.31581428,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.7376,3.85344,1.229442822,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,7.4123,4.33728,1.708976824,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.8254,1.43288,1.273906016,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.7834,2.84116,1.683620552,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.5866,2.29332,1.127869091,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.3955,0.33806,1.170015204,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.2564,1.25757,0.9990736087,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.1578,3.16832,0.996678369,1.69884,0.17683,9.60733,33.01,-111.48,23.00,193.00
17,CAP,1.0089,1.01618,0.9928053943,0.66478,0.06987,9.51394,33.01,-111.48,23.00,193.00
17,CAP,2.7544,2.78830,0.9878560239,1.49801,0.16031,9.34470,33.01,-111.48,23.00,193.00
17,CAP,4.7833,3.31069,1.444798852,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.1919,1.29383,1.694093269,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7480,2.13382,1.287838172,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7535,1.60256,1.718222464,1.94981,0.18695,10.42950,33.01,-111.48,23.00,193.00
17,CAP,0.7382,-0.12493,-5.909130205,0.57710,0.05917,9.75403,33.01,-111.48,23.00,193.00
17,CAP,1.0325,0.37754,2.734791557,1.75403,0.17482,10.03358,33.01,-111.48,23.00,193.00
17,CAP,3.1772,3.04484,1.043454871,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.8768,0.61140,1.434045247,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.9540,4.37600,1.132075015,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1742,1.13618,1.033462919,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.2974,0.26192,1.135340786,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.9573,2.93849,1.006385597,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.9867,4.26775,1.168464376,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9968,-0.77344,-1.288806428,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.8812,3.55886,1.090584651,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,5.0693,3.98859,1.270943638,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.3905,0.40948,5.837814209,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.9365,3.70338,1.062960104,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.5282,3.49635,1.009113231,1.86005,0.16359,11.37005,33.01,-111.48,23.00,193.00
17,CAP,0.4896,0.43024,1.138044845,0.39739,0.04522,8.78754,33.01,-111.48,23.00,193.00
17,CAP,1.3326,1.33422,0.9987985454,1.53728,0.15308,10.04241,33.01,-111.48,23.00,193.00
17,CAP,3.1648,3.14201,1.007245692,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.1267,0.11406,1.111011748,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7160,2.71377,1.00081289,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7557,2.09586,1.31481781,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.5706,0.07612,20.63283806,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7039,2.39639,1.128305696,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7632,2.76259,1.000238182,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.7049,0.69811,1.009790735,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.6256,1.60485,1.012923302,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.8486,3.86211,0.9965153727,1.71583,0.18146,9.45546,33.01,-111.48,23.00,193.00
17,CAP,0.6195,0.60731,1.020141246,0.54492,0.06392,8.52548,33.01,-111.48,23.00,193.00
17,CAP,2.4978,2.48472,1.005272628,1.25620,0.12954,9.69746,33.01,-111.48,23.00,193.00
17,CAP,NA,NA,NA,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.0236,-0.42599,-2.402923094,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.3332,2.24252,1.486378295,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.3488,3.31079,1.011466753,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.3980,1.37659,1.015580517,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.2850,3.25973,1.007744202,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,5.5298,2.74622,2.013596492,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.7793,0.98700,1.802777102,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,5.1986,4.10642,1.265967923,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.8182,4.23325,1.138180154,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.8226,1.74905,1.613810796,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.5020,3.29309,1.367095869,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,5.0615,4.99688,1.012926872,3.98015,0.34823,11.42970,33.01,-111.48,23.00,193.00
17,CAP,1.2375,1.18813,1.041515589,0.67355,0.07433,9.06166,33.01,-111.48,23.00,193.00
17,CAP,2.6035,2.53861,1.025560818,1.47617,0.15016,9.83080,33.01,-111.48,23.00,193.00
17,CAP,2.2297,2.21511,1.006566262,0.99362,0.09273,10.71526,33.01,-111.48,23.00,193.00
17,CAP,0.4573,0.51385,0.8898891886,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7519,2.73003,1.008024469,0.61318,0.06127,10.00747,33.01,-111.48,23.00,193.00
17,CAP,4.0144,2.71600,1.478059246,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.0935,0.17181,6.364478747,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.6120,3.06036,1.180244899,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.0759,2.72355,1.129370763,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9421,0.40309,2.337122387,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.3419,2.89098,1.15598948,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.9037,3.90315,1.000150392,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9897,0.95469,1.036715698,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.6579,2.65850,0.9997675382,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,NA,NA,NA,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.8892,0.21608,8.742748191,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,4.6128,3.55588,1.297237784,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,NA,NA,NA,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9742,0.71653,1.359653885,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.7457,2.66701,1.029498588,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,NA,NA,NA,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.4788,1.40005,1.056256763,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,5.2413,3.16160,1.657785615,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,NA,NA,NA,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9123,0.92997,0.9810014968,0.40565,0.04687,8.65409,33.01,-111.48,23.00,193.00
17,CAP,1.3933,1.40905,0.9888506282,0.81144,0.07618,10.65226,33.01,-111.48,23.00,193.00
17,CAP,2.1441,1.33626,1.604521123,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.8898,0.49136,1.810808006,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.9936,0.36221,2.743192466,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.7504,1.76900,0.9894980037,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.4032,0.37915,1.063528444,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.0211,1.02404,0.9970889866,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.8535,1.84349,1.00542233,0.60979,0.05272,11.56676,33.01,-111.48,23.00,193.00
17,CAP,0.2767,0.24420,1.132951125,0.21198,0.02094,10.12505,33.01,-111.48,23.00,193.00
17,CAP,1.2832,1.29965,0.9873611737,0.43041,0.04387,9.81052,33.01,-111.48,23.00,193.00
17,CAP,2.8293,2.02491,1.397252812,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.8826,0.02306,81.62671812,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1574,0.76090,1.521087556,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1921,1.41866,0.8402843812,0.68996,0.07758,8.89353,33.01,-111.48,23.00,193.00
17,CAP,0.2283,0.35840,0.6371002394,0.37234,0.04112,9.05518,33.01,-111.48,23.00,193.00
17,CAP,1.9777,2.20593,0.8965571953,1.15054,0.11136,10.33179,33.01,-111.48,23.00,193.00
17,CAP,2.2552,1.73342,1.30101297,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.6891,0.57013,1.208614923,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1243,0.73937,1.520642714,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.0772,1.06421,1.012228789,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.4283,0.48353,0.8858039245,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.6564,0.79943,2.072001751,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.4287,1.42599,1.001897633,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.7264,0.69704,1.042159946,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.1380,2.14063,0.998755976,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.2791,3.26482,1.004366244,1.07332,0.10323,10.39708,33.01,-111.48,23.00,193.00
17,CAP,0.8051,0.78931,1.020063093,0.35140,0.04318,8.13848,33.01,-111.48,23.00,193.00
17,CAP,2.8705,2.87684,0.9978135694,1.26323,0.12553,10.06312,33.01,-111.48,23.00,193.00
17,CAP,3.6977,2.02579,1.825309546,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.8043,0.82847,0.9708135277,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.3111,3.08348,1.07380754,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.0480,3.23617,0.9418649565,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1872,1.17970,1.006328738,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.7562,3.81087,0.9856602411,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,2.3830,2.19447,1.085912473,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.0631,0.53479,1.987868181,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,3.3685,1.97268,1.7075487,NA,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,1.1197,1.07174,1.044766413,1.81500,0.10400,17.45192,33.01,-111.48,23.00,193.00
17,CAP,0.5980,-0.32914,-1.816841971,1.69400,0.06300,26.88889,33.01,-111.48,23.00,193.00
17,CAP,1.0346,0.97505,1.061119692,2.34500,0.11100,21.12613,33.01,-111.48,23.00,193.00
17,CAP,3.1159,1.90148,1.638693252,2.07000,0.11200,18.48214,33.01,-111.48,23.00,193.00
17,CAP,1.4836,0.65923,2.250563536,1.19500,0.10700,11.16822,33.01,-111.48,23.00,193.00
17,CAP,1.1279,1.05311,1.071009744,2.24600,0.12600,17.82540,33.01,-111.48,23.00,193.00
17,CAP,5.2225,5.05875,1.032376556,1.60500,0.15500,10.35484,33.01,-111.48,23.00,193.00
17,CAP,0.9808,0.94166,1.041584941,0.97200,0.06400,15.18750,33.01,-111.48,23.00,193.00
17,CAP,2.4206,2.19118,1.104712673,1.96500,0.12200,16.10656,33.01,-111.48,23.00,193.00
17,CAP,1.6609,1.64517,1.009535769,1.60500,0.15500,10.35484,33.01,-111.48,23.00,193.00
17,CAP,0.7397,0.70117,1.055019703,1.34120,0.07575,17.70641,33.01,-111.48,23.00,193.00
17,CAP,2.8444,2.87511,0.9893099594,1.51099,0.15620,9.67364,33.01,-111.48,23.00,193.00
17,CAP,1.7790,0.50823,3.500476164,0.52600,0.05000,10.52000,33.01,-111.48,23.00,193.00
17,CAP,1.3061,-1.16388,-1.122204599,0.36900,0.04200,8.78571,33.01,-111.48,23.00,193.00
17,CAP,1.1507,1.02126,1.126769624,1.44600,0.14000,10.32857,33.01,-111.48,23.00,193.00
17,CAP,0.9759,0.80890,1.206495751,0.86900,0.09000,9.65556,33.01,-111.48,23.00,193.00
17,CAP,0.4863,0.31811,1.528576863,0.31000,0.04100,7.56098,33.01,-111.48,23.00,193.00
17,CAP,0.2813,0.22815,1.232720005,2.12600,0.19100,11.13089,33.01,-111.48,23.00,193.00
17,CAP,0.9337,0.87695,1.064715354,0.85506,0.09008,9.49236,33.01,-111.48,23.00,193.00
17,CAP,0.8046,0.67148,1.198319821,0.42000,0.04500,9.33333,33.01,-111.48,23.00,193.00
17,CAP,0.9689,0.77505,1.250043223,0.92300,0.09700,9.51546,33.01,-111.48,23.00,193.00
17,CAP,0.5617,0.33312,1.686282338,1.15500,0.12200,9.46721,33.01,-111.48,23.00,193.00
17,CAP,0.5793,0.16973,3.413305917,0.39800,0.03200,12.43750,33.01,-111.48,23.00,193.00
17,CAP,0.6478,0.18983,3.412676338,0.79900,0.06900,11.57971,33.01,-111.48,23.00,193.00
17,CAP,1.8701,0.75172,2.487807344,0.68400,0.05900,11.59322,33.01,-111.48,23.00,193.00
17,CAP,2.3254,0.43859,5.301993438,0.34400,0.04100,8.39024,33.01,-111.48,23.00,193.00
17,CAP,2.0920,0.81272,2.574004213,0.79000,0.09100,8.68132,33.01,-111.48,23.00,193.00
17,CAP,1.8188,1.81035,1.004669815,0.74500,0.07300,10.20548,33.01,-111.48,23.00,193.00
17,CAP,0.7200,0.70374,1.023176239,0.51000,0.04800,10.62500,33.01,-111.48,23.00,193.00
17,CAP,1.3924,1.35787,1.025429496,0.80326,0.09005,8.92041,33.01,-111.48,23.00,193.00
17,CAP,1.1634,0.74747,1.556476881,1.36700,0.12000,11.39167,33.01,-111.48,23.00,193.00
17,CAP,0.8052,0.64614,1.246236087,0.40000,0.05300,7.54717,33.01,-111.48,23.00,193.00
17,CAP,1.9747,1.93796,1.018980784,1.41500,0.13100,10.80153,33.01,-111.48,23.00,193.00
17,CAP,2.8492,2.08098,1.369167715,0.72800,0.06600,11.03030,33.01,-111.48,23.00,193.00
17,CAP,1.3177,0.72235,1.824130961,0.39200,0.05200,7.53846,33.01,-111.48,23.00,193.00
17,CAP,3.5630,1.65812,2.148813293,1.02200,0.08800,11.61364,33.01,-111.48,23.00,193.00
17,CAP,2.3572,1.46714,1.606678322,0.69900,0.07800,8.96154,33.01,-111.48,23.00,193.00
17,CAP,1.3657,0.19916,6.857188046,0.39900,0.03500,11.40000,33.01,-111.48,23.00,193.00
17,CAP,1.9206,1.77069,1.084634612,0.76000,0.07300,10.41096,33.01,-111.48,23.00,193.00
17,CAP,1.3109,1.20288,1.089780659,1.58400,0.12900,12.27907,33.01,-111.48,23.00,193.00
17,CAP,0.5653,0.44030,1.284009921,0.42600,0.05500,7.74545,33.01,-111.48,23.00,193.00
17,CAP,1.4626,1.43623,1.018336858,1.10400,0.10200,10.82353,33.01,-111.48,23.00,193.00
17,CAP,0.9741,0.94789,1.027680485,1.06215,0.10330,10.28255,33.01,-111.48,23.00,193.00
17,CAP,0.3706,0.35564,1.042031031,0.34800,0.04100,8.48780,33.01,-111.48,23.00,193.00
17,CAP,NA,NA,NA,0.60624,0.07064,8.58211,33.01,-111.48,23.00,193.00
17,CAP,1.2133,1.03429,1.173058683,1.35500,0.14300,9.47552,33.01,-111.48,23.00,193.00
17,CAP,0.8648,0.32364,2.672219132,1.21500,0.01230,98.78049,33.01,-111.48,23.00,193.00
17,CAP,2.3280,2.32513,1.001248104,1.59300,0.16000,9.95625,33.01,-111.48,23.00,193.00
17,CAP,2.2219,2.07402,1.071280481,2.15700,0.20700,10.42029,33.01,-111.48,23.00,193.00
17,CAP,1.5773,0.53243,2.962483472,0.39700,0.03500,11.34286,33.01,-111.48,23.00,193.00
17,CAP,2.1401,-0.17383,-12.31136385,2.27700,0.20800,10.94712,33.01,-111.48,23.00,193.00
17,CAP,1.6942,1.68461,1.005703411,1.81700,0.17400,10.44253,33.01,-111.48,23.00,193.00
17,CAP,1.0974,0.90801,1.20861926,1.24000,0.09900,12.52525,33.01,-111.48,23.00,193.00
17,CAP,1.6623,1.64643,1.009611688,2.02800,0.17700,11.45763,33.01,-111.48,23.00,193.00
17,CAP,3.4231,2.93997,1.164316754,2.25800,0.20600,10.96117,33.01,-111.48,23.00,193.00
17,CAP,0.8292,0.75280,1.10148287,1.32400,0.07700,17.19481,33.01,-111.48,23.00,193.00
17,CAP,1.4585,1.34636,1.083263701,2.40400,0.16800,14.30952,33.01,-111.48,23.00,193.00
17,CAP,1.0984,0.92200,1.191338395,1.56385,0.14338,10.90737,33.01,-111.48,23.00,193.00
17,CAP,0.8508,0.78952,1.077631586,0.71230,0.08129,8.76221,33.01,-111.48,23.00,193.00
17,CAP,1.3288,1.30155,1.020913462,1.84825,0.17558,10.52674,33.01,-111.48,23.00,193.00
17,CAP,2.4712,1.99499,1.238700542,1.65300,0.16700,9.89820,33.01,-111.48,23.00,193.00
17,CAP,1.3952,-0.23488,-5.940325705,0.44300,0.05900,7.50847,33.01,-111.48,23.00,193.00
17,CAP,0.3254,-0.20620,-1.57822707,2.04200,0.20700,9.86473,33.01,-111.48,23.00,193.00
17,CAP,2.7106,1.80532,1.501454037,1.63700,0.18700,8.75401,33.01,-111.48,23.00,193.00
17,CAP,2.1738,0.07473,29.08917675,1.28300,0.11900,10.78151,33.01,-111.48,23.00,193.00
17,CAP,2.1176,0.99410,2.130188634,2.11800,0.22000,9.62727,33.01,-111.48,23.00,193.00
17,CAP,-0.1571,-0.40957,0.3834920759,1.25000,0.12900,9.68992,33.01,-111.48,23.00,193.00
17,CAP,1.0680,0.85471,1.249538438,0.54200,0.05300,10.22642,33.01,-111.48,23.00,193.00
17,CAP,2.2061,1.76579,1.249359635,1.11900,0.11400,9.81579,33.01,-111.48,23.00,193.00
17,CAP,4.3399,4.35152,0.997332199,1.69884,0.17683,9.60734,33.01,-111.48,23.00,193.00
17,CAP,0.7199,0.64150,1.122277475,0.66478,0.06987,9.51397,33.01,-111.48,23.00,193.00
17,CAP,2.1889,2.19411,0.9976067756,1.35300,0.12600,10.73810,33.01,-111.48,23.00,193.00
17,CAP,1.6715,1.70492,0.9803915013,1.90600,0.15300,12.45752,33.01,-111.48,23.00,193.00
17,CAP,1.0416,0.48757,2.136229577,1.19500,0.10700,11.16822,33.01,-111.48,23.00,193.00
17,CAP,1.1549,1.08662,1.062845163,1.85000,0.15200,12.17105,33.01,-111.48,23.00,193.00
17,CAP,0.9488,0.91931,1.032116549,1.94980,0.18695,10.42950,33.01,-111.48,23.00,193.00
17,CAP,0.4815,0.44240,1.088499896,0.65200,0.05900,11.05085,33.01,-111.48,23.00,193.00
17,CAP,0.6554,0.60533,1.08265368,1.93400,0.19300,10.02073,33.01,-111.48,23.00,193.00
17,CAP,4.3682,2.27448,1.920530107,0.97600,0.08700,11.21839,33.01,-111.48,23.00,193.00
17,CAP,0.8958,-0.28133,-3.184152904,0.45200,0.02500,18.08000,33.01,-111.48,23.00,193.00
17,CAP,1.6253,1.16381,1.396555457,1.73700,0.17600,9.86932,33.01,-111.48,23.00,193.00
17,CAP,2.6278,2.58413,1.01691054,1.77400,0.15900,11.15723,33.01,-111.48,23.00,193.00
17,CAP,0.8389,0.77529,1.082098312,1.02100,0.04400,23.20455,33.01,-111.48,23.00,193.00
17,CAP,1.7925,1.76977,1.012840652,2.49600,0.16800,14.85714,33.01,-111.48,23.00,193.00
17,CAP,2.3220,2.27009,1.022881492,1.43900,0.14400,9.99306,33.01,-111.48,23.00,193.00
17,CAP,1.2178,0.41522,2.932876386,0.58200,0.06100,9.54098,33.01,-111.48,23.00,193.00
17,CAP,1.5627,1.54397,1.012125915,2.31300,0.20600,11.22816,33.01,-111.48,23.00,193.00
17,CAP,1.3028,0.83372,1.562589733,2.57200,0.24600,10.45528,33.01,-111.48,23.00,193.00
17,CAP,1.1662,-0.82859,-1.407446608,0.69100,0.08700,7.94253,33.01,-111.48,23.00,193.00
17,CAP,0.4874,-0.23494,-2.074688744,2.85600,0.26300,10.85932,33.01,-111.48,23.00,193.00
17,CAP,1.9460,1.82063,1.068867768,1.83100,0.14600,12.54110,33.01,-111.48,23.00,193.00
17,CAP,0.4434,0.35294,1.256251151,0.36800,0.04100,8.97561,33.01,-111.48,23.00,193.00
17,CAP,2.0075,2.04737,0.9805267245,1.53728,0.15308,10.04239,33.01,-111.48,23.00,193.00
17,CAP,2.0238,1.67151,1.21074572,1.66100,0.15100,11.00000,33.01,-111.48,23.00,193.00
17,CAP,0.6254,0.43686,1.431603477,0.57600,0.04300,13.39535,33.01,-111.48,23.00,193.00
17,CAP,1.6498,1.63159,1.011176242,2.01500,0.19100,10.54974,33.01,-111.48,23.00,193.00
17,CAP,1.4755,1.38427,1.065875297,0.93700,0.07100,13.19718,33.01,-111.48,23.00,193.00
17,CAP,0.9179,0.17870,5.136393142,0.40400,0.05000,8.08000,33.01,-111.48,23.00,193.00
17,CAP,0.8421,0.77005,1.093526637,0.95800,0.09000,10.64444,33.01,-111.48,23.00,193.00
17,CAP,1.2077,1.05453,1.145244404,1.12900,0.10000,11.29000,33.01,-111.48,23.00,193.00
17,CAP,0.4848,0.38320,1.26519066,0.55900,0.04400,12.70455,33.01,-111.48,23.00,193.00
17,CAP,2.7204,2.71420,1.002290181,1.13400,0.08200,13.82927,33.01,-111.48,23.00,193.00
17,CAP,-0.0497,-0.16764,0.2964991082,1.71582,0.18146,9.45543,33.01,-111.48,23.00,193.00
17,CAP,0.8258,0.80633,1.024163714,0.54492,0.06392,8.52549,33.01,-111.48,23.00,193.00
17,CAP,0.6554,0.61444,1.066671007,0.96800,0.10600,9.13208,33.01,-111.48,23.00,193.00
17,CAP,1.1444,0.69645,1.643181952,0.95600,0.08000,11.95000,33.01,-111.48,23.00,193.00
17,CAP,1.1906,0.54931,2.167427009,0.53500,0.06800,7.86765,33.01,-111.48,23.00,193.00
17,CAP,0.6956,-0.35838,-1.94090663,1.55400,0.17300,8.98266,33.01,-111.48,23.00,193.00
17,CAP,2.6860,2.50743,1.071209081,1.29500,NA,NA,33.01,-111.48,23.00,193.00
17,CAP,0.8719,0.53737,1.622443796,0.54900,0.05800,9.46552,33.01,-111.48,23.00,193.00
17,CAP,1.1839,0.90739,1.304718263,1.05000,0.07400,14.18919,33.01,-111.48,23.00,193.00
17,CAP,1.8738,0.94520,1.9824079,2.82600,0.27200,10.38971,33.01,-111.48,23.00,193.00
17,CAP,1.7146,0.03272,52.40573996,0.53000,0.05200,10.19231,33.01,-111.48,23.00,193.00
