Dataset_Number,File_Name,LTER_SITE,Sub_Site,Sub_Site_2,Treatment,Treatment 2,Date,Nitrification,Mineralization,Total Soil C,Total soil C (%),Total soil N (%),Total SoilN,Soil Organic Matter,Change_NH4,Change_NO3,Initial_NH4,Final_NH4,Initial_NO3,Final_NO3,Net Nitrification,Net mineralization,T0 collection date,T30 extraction date,N min Lab,N min Field,Nit Field,CO2 Treatment,Nitrogen Treatment,labile c
38,HF_054,Harvard Forest,2,5,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,0.771,,7.71E-01,,,,,,,,
38,HF_054,Harvard Forest,2,6,LOGGED,,2007,,,,,,,,,,8.38E+01,70.48,,0.057,,-1.33E+01,,,,,,,,
38,HF_054,Harvard Forest,2,7,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,-0.684,,-6.84E-01,,,,,,,,
38,HF_054,Harvard Forest,2,8,LOGGED,,2007,,,,,,,,,,1.29E+00,1.373,,0.019,,1.02E-01,,,,,,,,
38,HF_054,Harvard Forest,3,9,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,0.701,,7.01E-01,,,,,,,,
38,HF_054,Harvard Forest,3,10,HEMLOCK,,2007,,,,,,,,,,7.22E-01,0.544,,0.565,,3.87E-01,,,,,,,,
38,HF_054,Harvard Forest,3,11,HEMLOCK,,2007,,,,,,,,,,1.00E+00,0.634,,0.471,,1.04E-01,,,,,,,,
38,HF_054,Harvard Forest,3,12,HEMLOCK,,2007,,,,,,,,,,2.23E+00,1.502,,-0.097,,-8.25E-01,,,,,,,,
38,HF_054,Harvard Forest,4,13,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,2.974,,2.97E+00,,,,,,,,
38,HF_054,Harvard Forest,4,14,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,-0.077,,-7.70E-02,,,,,,,,
38,HF_054,Harvard Forest,4,15,LOGGED,,2007,,,,,,,,,,1.38E+01,7.872,,-0.065,,-5.95E+00,,,,,,,,
38,HF_054,Harvard Forest,4,16,LOGGED,,2007,,,,,,,,,,3.35E+00,2.551,,0,,-7.98E-01,,,,,,,,
38,HF_054,Harvard Forest,5,17,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,5,18,GIRDLED,,2007,,,,,,,,,,1.08E+01,6.612,,-0.137,,-4.36E+00,,,,,,,,
38,HF_054,Harvard Forest,5,19,GIRDLED,,2007,,,,,,,,,,7.59E+00,3.118,,-0.066,,-4.54E+00,,,,,,,,
38,HF_054,Harvard Forest,5,20,GIRDLED,,2007,,,,,,,,,,3.92E+00,1.747,,-0.016,,-2.19E+00,,,,,,,,
38,HF_054,Harvard Forest,6,21,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,-0.017,,-1.70E-02,,,,,,,,
38,HF_054,Harvard Forest,6,22,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,-0.082,,-8.20E-02,,,,,,,,
38,HF_054,Harvard Forest,6,23,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,-0.038,,-3.80E-02,,,,,,,,
38,HF_054,Harvard Forest,6,24,HEMLOCK,,2007,,,,,,,,,,5.13E+00,3.691,,0,,-1.43E+00,,,,,,,,
38,HF_054,Harvard Forest,7,25,HARDWOOD,,2007,,,,,,,,,,0.00E+00,0,,0.065,,6.50E-02,,,,,,,,
38,HF_054,Harvard Forest,7,26,HARDWOOD,,2007,,,,,,,,,,5.53E+00,3.903,,0.977,,-6.48E-01,,,,,,,,
38,HF_054,Harvard Forest,7,27,HARDWOOD,,2007,,,,,,,,,,0.00E+00,0,,-0.012,,-1.20E-02,,,,,,,,
38,HF_054,Harvard Forest,7,28,HARDWOOD,,2007,,,,,,,,,,2.36E+01,21.103,,3.063,,5.30E-01,,,,,,,,
38,HF_054,Harvard Forest,8,29,HARDWOOD,,2007,,,,,,,,,,1.30E+01,11.136,,0.974,,-8.82E-01,,,,,,,,
38,HF_054,Harvard Forest,8,30,HARDWOOD,,2007,,,,,,,,,,4.96E+00,4.018,,4.902,,3.96E+00,,,,,,,,
38,HF_054,Harvard Forest,8,31,HARDWOOD,,2007,,,,,,,,,,7.49E+00,7.249,,0,,-2.40E-01,,,,,,,,
38,HF_054,Harvard Forest,8,32,HARDWOOD,,2007,,,,,,,,,,1.53E+01,13.669,,0,,-1.63E+00,,,,,,,,
38,HF_054,Harvard Forest,1,1,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,1,2,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,0.032,,3.20E-02,,,,,,,,
38,HF_054,Harvard Forest,1,3,GIRDLED,,2007,,,,,,,,,,5.21E+01,4.669,,-0.005,,-4.74E+01,,,,,,,,
38,HF_054,Harvard Forest,1,4,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,2,5,LOGGED,,2007,,,,,,,,,,2.36E+02,27.357,,0.01,,-2.09E+02,,,,,,,,
38,HF_054,Harvard Forest,2,6,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,-0.156,,-1.56E-01,,,,,,,,
38,HF_054,Harvard Forest,2,7,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,-0.009,,-9.00E-03,,,,,,,,
38,HF_054,Harvard Forest,2,8,LOGGED,,2007,,,,,,,,,,5.90E+01,6.842,,-0.144,,-5.23E+01,,,,,,,,
38,HF_054,Harvard Forest,3,9,HEMLOCK,,2007,,,,,,,,,,7.30E+01,4.02,,1.81,,-6.71E+01,,,,,,,,
38,HF_054,Harvard Forest,3,10,HEMLOCK,,2007,,,,,,,,,,5.84E+00,0.259,,-0.001,,-5.58E+00,,,,,,,,
38,HF_054,Harvard Forest,3,11,HEMLOCK,,2007,,,,,,,,,,2.08E+02,17.148,,0,,-1.91E+02,,,,,,,,
38,HF_054,Harvard Forest,3,12,HEMLOCK,,2007,,,,,,,,,,1.51E+02,14.89,,-0.045,,-1.36E+02,,,,,,,,
38,HF_054,Harvard Forest,4,13,LOGGED,,2007,,,,,,,,,,1.81E+01,1.085,,2.357,,-1.47E+01,,,,,,,,
38,HF_054,Harvard Forest,4,14,LOGGED,,2007,,,,,,,,,,1.93E+02,29.093,,0.401,,-1.64E+02,,,,,,,,
38,HF_054,Harvard Forest,4,15,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,-0.005,,-5.00E-03,,,,,,,,
38,HF_054,Harvard Forest,4,16,LOGGED,,2007,,,,,,,,,,5.29E+01,4.357,,-0.084,,-4.86E+01,,,,,,,,
38,HF_054,Harvard Forest,5,17,GIRDLED,,2007,,,,,,,,,,1.15E+02,15.061,,1.03,,-9.90E+01,,,,,,,,
38,HF_054,Harvard Forest,5,18,GIRDLED,,2007,,,,,,,,,,NA,NA,,NA,,#VALUE!,,,,,,,,
38,HF_054,Harvard Forest,5,19,GIRDLED,,2007,,,,,,,,,,2.12E+02,34.638,,0.014,,-1.78E+02,,,,,,,,
38,HF_054,Harvard Forest,5,20,GIRDLED,,2007,,,,,,,,,,1.86E+02,22.294,,0,,-1.64E+02,,,,,,,,
38,HF_054,Harvard Forest,6,21,HEMLOCK,,2007,,,,,,,,,,7.40E+01,5.227,,0,,-6.88E+01,,,,,,,,
38,HF_054,Harvard Forest,6,22,HEMLOCK,,2007,,,,,,,,,,NA,NA,,NA,,#VALUE!,,,,,,,,
38,HF_054,Harvard Forest,6,23,HEMLOCK,,2007,,,,,,,,,,6.60E+01,3.399,,0.114,,-6.25E+01,,,,,,,,
38,HF_054,Harvard Forest,6,24,HEMLOCK,,2007,,,,,,,,,,1.36E+02,10.835,,0,,-1.25E+02,,,,,,,,
38,HF_054,Harvard Forest,7,25,HARDWOOD,,2007,,,,,,,,,,4.02E+02,27.429,,0.025,,-3.74E+02,,,,,,,,
38,HF_054,Harvard Forest,7,26,HARDWOOD,,2007,,,,,,,,,,2.17E+02,20.124,,0,,-1.97E+02,,,,,,,,
38,HF_054,Harvard Forest,7,27,HARDWOOD,,2007,,,,,,,,,,1.98E+02,15.597,,0,,-1.83E+02,,,,,,,,
38,HF_054,Harvard Forest,7,28,HARDWOOD,,2007,,,,,,,,,,9.57E+01,4.757,,0.125,,-9.08E+01,,,,,,,,
38,HF_054,Harvard Forest,8,29,HARDWOOD,,2007,,,,,,,,,,1.76E+02,16.988,,0.064,,-1.59E+02,,,,,,,,
38,HF_054,Harvard Forest,8,30,HARDWOOD,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,8,31,HARDWOOD,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,8,32,HARDWOOD,,2007,,,,,,,,,,2.62E+02,10.102,,0,,-2.52E+02,,,,,,,,
38,HF_054,Harvard Forest,1,1,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,1,2,GIRDLED,,2007,,,,,,,,,,1.76E+01,12.309,,0,,-5.29E+00,,,,,,,,
38,HF_054,Harvard Forest,1,3,GIRDLED,,2007,,,,,,,,,,9.62E+00,6.895,,2.189,,-5.40E-01,,,,,,,,
38,HF_054,Harvard Forest,1,4,GIRDLED,,2007,,,,,,,,,,1.74E+01,11.796,,0.385,,-5.22E+00,,,,,,,,
38,HF_054,Harvard Forest,2,5,LOGGED,,2007,,,,,,,,,,4.03E+01,30.501,,0.673,,-9.15E+00,,,,,,,,
38,HF_054,Harvard Forest,2,6,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,2.358,,2.36E+00,,,,,,,,
38,HF_054,Harvard Forest,2,7,LOGGED,,2007,,,,,,,,,,6.80E+00,7.757,,1.005,,1.96E+00,,,,,,,,
38,HF_054,Harvard Forest,2,8,LOGGED,,2007,,,,,,,,,,5.06E+00,5.086,,0,,2.47E-02,,,,,,,,
38,HF_054,Harvard Forest,3,9,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,2.043,,2.04E+00,,,,,,,,
38,HF_054,Harvard Forest,3,10,HEMLOCK,,2007,,,,,,,,,,1.04E+01,7.204,,0.045,,-3.13E+00,,,,,,,,
38,HF_054,Harvard Forest,3,11,HEMLOCK,,2007,,,,,,,,,,2.97E+01,20.877,,0.637,,-8.23E+00,,,,,,,,
38,HF_054,Harvard Forest,3,12,HEMLOCK,,2007,,,,,,,,,,3.56E+01,26.683,,0.858,,-8.07E+00,,,,,,,,
38,HF_054,Harvard Forest,4,13,LOGGED,,2007,,,,,,,,,,4.40E+01,24.807,,14.82,,-4.36E+00,,,,,,,,
38,HF_054,Harvard Forest,4,14,LOGGED,,2007,,,,,,,,,,7.36E+00,3.458,,0,,-3.90E+00,,,,,,,,
38,HF_054,Harvard Forest,4,15,LOGGED,,2007,,,,,,,,,,2.20E+01,13.599,,-0.001,,-8.40E+00,,,,,,,,
38,HF_054,Harvard Forest,4,16,LOGGED,,2007,,,,,,,,,,5.92E+00,4.258,,0,,-1.66E+00,,,,,,,,
38,HF_054,Harvard Forest,5,17,GIRDLED,,2007,,,,,,,,,,2.87E+00,1.734,,0.065,,-1.07E+00,,,,,,,,
38,HF_054,Harvard Forest,5,18,GIRDLED,,2007,,,,,,,,,,1.32E+01,9.763,,0,,-3.43E+00,,,,,,,,
38,HF_054,Harvard Forest,5,19,GIRDLED,,2007,,,,,,,,,,2.51E+01,11.08,,0,,-1.40E+01,,,,,,,,
38,HF_054,Harvard Forest,5,20,GIRDLED,,2007,,,,,,,,,,2.20E+01,12.323,,0,,-9.66E+00,,,,,,,,
38,HF_054,Harvard Forest,6,21,HEMLOCK,,2007,,,,,,,,,,7.89E+00,3.582,,0,,-4.31E+00,,,,,,,,
38,HF_054,Harvard Forest,6,22,HEMLOCK,,2007,,,,,,,,,,6.37E+00,2.843,,0,,-3.53E+00,,,,,,,,
38,HF_054,Harvard Forest,6,23,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,-0.249,,-2.49E-01,,,,,,,,
38,HF_054,Harvard Forest,6,24,HEMLOCK,,2007,,,,,,,,,,1.83E+01,10.649,,0.04,,-7.66E+00,,,,,,,,
38,HF_054,Harvard Forest,7,25,HARDWOOD,,2007,,,,,,,,,,8.26E+00,6.898,,0.522,,-8.37E-01,,,,,,,,
38,HF_054,Harvard Forest,7,26,HARDWOOD,,2007,,,,,,,,,,6.33E+00,5.187,,0.405,,-7.35E-01,,,,,,,,
38,HF_054,Harvard Forest,7,27,HARDWOOD,,2007,,,,,,,,,,1.13E+01,7.543,,0,,-3.79E+00,,,,,,,,
38,HF_054,Harvard Forest,7,28,HARDWOOD,,2007,,,,,,,,,,3.58E+00,2.827,,4.726,,3.97E+00,,,,,,,,
38,HF_054,Harvard Forest,8,29,HARDWOOD,,2007,,,,,,,,,,4.79E+00,4.209,,3.9,,3.32E+00,,,,,,,,
38,HF_054,Harvard Forest,8,30,HARDWOOD,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,8,31,HARDWOOD,,2007,,,,,,,,,,1.42E+00,1.159,,1.377,,1.12E+00,,,,,,,,
38,HF_054,Harvard Forest,8,32,HARDWOOD,,2007,,,,,,,,,,6.74E+00,5.844,,0.029,,-8.66E-01,,,,,,,,
38,HF_054,Harvard Forest,1,1,GIRDLED,,2007,,,,,,,,,,3.66E+02,56.178,,0.089,,-3.10E+02,,,,,,,,
38,HF_054,Harvard Forest,1,2,GIRDLED,,2007,,,,,,,,,,8.19E+01,8.312,,0,,-7.36E+01,,,,,,,,
38,HF_054,Harvard Forest,1,3,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,0.03,,3.00E-02,,,,,,,,
38,HF_054,Harvard Forest,1,4,GIRDLED,,2007,,,,,,,,,,2.07E+02,40.295,,0.002,,-1.67E+02,,,,,,,,
38,HF_054,Harvard Forest,2,5,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,0.445,,4.45E-01,,,,,,,,
38,HF_054,Harvard Forest,2,6,LOGGED,,2007,,,,,,,,,,2.42E+02,20.96,,0.139,,-2.21E+02,,,,,,,,
38,HF_054,Harvard Forest,2,7,LOGGED,,2007,,,,,,,,,,9.51E+01,7.573,,-0.001,,-8.76E+01,,,,,,,,
38,HF_054,Harvard Forest,2,8,LOGGED,,2007,,,,,,,,,,2.39E+01,1.969,,-0.069,,-2.20E+01,,,,,,,,
38,HF_054,Harvard Forest,3,9,HEMLOCK,,2007,,,,,,,,,,2.87E+02,14.417,,0.214,,-2.73E+02,,,,,,,,
38,HF_054,Harvard Forest,3,10,HEMLOCK,,2007,,,,,,,,,,1.84E+02,9.069,,0.001,,-1.75E+02,,,,,,,,
38,HF_054,Harvard Forest,3,11,HEMLOCK,,2007,,,,,,,,,,6.14E+01,3.126,,0,,-5.83E+01,,,,,,,,
38,HF_054,Harvard Forest,3,12,HEMLOCK,,2007,,,,,,,,,,1.54E+02,18.834,,0,,-1.35E+02,,,,,,,,
38,HF_054,Harvard Forest,4,13,LOGGED,,2007,,,,,,,,,,2.44E+01,2.389,,3.092,,-1.89E+01,,,,,,,,
38,HF_054,Harvard Forest,4,14,LOGGED,,2007,,,,,,,,,,9.40E+01,10.969,,0,,-8.30E+01,,,,,,,,
38,HF_054,Harvard Forest,4,15,LOGGED,,2007,,,,,,,,,,6.21E+01,5.161,,0,,-5.69E+01,,,,,,,,
38,HF_054,Harvard Forest,4,16,LOGGED,,2007,,,,,,,,,,2.83E+01,2.796,,0.698,,-2.48E+01,,,,,,,,
38,HF_054,Harvard Forest,5,17,GIRDLED,,2007,,,,,,,,,,2.69E+02,45.786,,7.556,,-2.15E+02,,,,,,,,
38,HF_054,Harvard Forest,5,18,GIRDLED,,2007,,,,,,,,,,1.02E+02,10.005,,0,,-9.17E+01,,,,,,,,
38,HF_054,Harvard Forest,5,19,GIRDLED,,2007,,,,,,,,,,2.47E+02,25.59,,0.461,,-2.21E+02,,,,,,,,
38,HF_054,Harvard Forest,5,20,GIRDLED,,2007,,,,,,,,,,1.87E+02,25.87,,0,,-1.61E+02,,,,,,,,
38,HF_054,Harvard Forest,6,21,HEMLOCK,,2007,,,,,,,,,,1.05E+02,9.375,,0,,-9.56E+01,,,,,,,,
38,HF_054,Harvard Forest,6,22,HEMLOCK,,2007,,,,,,,,,,2.29E+02,24.675,,0,,-2.04E+02,,,,,,,,
38,HF_054,Harvard Forest,6,23,HEMLOCK,,2007,,,,,,,,,,1.57E+02,24.674,,0,,-1.32E+02,,,,,,,,
38,HF_054,Harvard Forest,6,24,HEMLOCK,,2007,,,,,,,,,,9.54E+01,12.296,,0.047,,-8.30E+01,,,,,,,,
38,HF_054,Harvard Forest,7,25,HARDWOOD,,2007,,,,,,,,,,1.44E+02,6.351,,0.017,,-1.37E+02,,,,,,,,
38,HF_054,Harvard Forest,7,26,HARDWOOD,,2007,,,,,,,,,,1.22E+02,7.005,,0,,-1.15E+02,,,,,,,,
38,HF_054,Harvard Forest,7,27,HARDWOOD,,2007,,,,,,,,,,7.88E+01,4.834,,0,,-7.40E+01,,,,,,,,
38,HF_054,Harvard Forest,7,28,HARDWOOD,,2007,,,,,,,,,,5.48E+01,2.617,,0,,-5.22E+01,,,,,,,,
38,HF_054,Harvard Forest,8,29,HARDWOOD,,2007,,,,,,,,,,7.44E+01,8.817,,0,,-6.56E+01,,,,,,,,
38,HF_054,Harvard Forest,8,30,HARDWOOD,,2007,,,,,,,,,,1.86E+02,13.875,,0.047,,-1.73E+02,,,,,,,,
38,HF_054,Harvard Forest,8,31,HARDWOOD,,2007,,,,,,,,,,2.10E+02,9.808,,0,,-2.00E+02,,,,,,,,
38,HF_054,Harvard Forest,8,32,HARDWOOD,,2007,,,,,,,,,,3.02E+02,24.66,,0,,-2.78E+02,,,,,,,,
38,HF_054,Harvard Forest,1,1,GIRDLED,,2007,,,,,,,,,,7.71E+00,7.096,,0,,-6.15E-01,,,,,,,,
38,HF_054,Harvard Forest,1,2,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,1.051,,1.05E+00,,,,,,,,
38,HF_054,Harvard Forest,1,3,GIRDLED,,2007,,,,,,,,,,0.00E+00,0,,-0.138,,-1.38E-01,,,,,,,,
38,HF_054,Harvard Forest,1,4,GIRDLED,,2007,,,,,,,,,,4.23E+00,3.074,,8.178,,7.02E+00,,,,,,,,
38,HF_054,Harvard Forest,2,5,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,0.1,,1.00E-01,,,,,,,,
38,HF_054,Harvard Forest,2,6,LOGGED,,2007,,,,,,,,,,2.29E+01,19.892,,-0.123,,-3.15E+00,,,,,,,,
38,HF_054,Harvard Forest,2,7,LOGGED,,2007,,,,,,,,,,4.89E+00,4.533,,0.041,,-3.17E-01,,,,,,,,
38,HF_054,Harvard Forest,2,8,LOGGED,,2007,,,,,,,,,,7.32E-01,0.618,,1.037,,9.23E-01,,,,,,,,
38,HF_054,Harvard Forest,3,9,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,-0.076,,-7.60E-02,,,,,,,,
38,HF_054,Harvard Forest,3,10,HEMLOCK,,2007,,,,,,,,,,1.37E+00,0.73,,0,,-6.39E-01,,,,,,,,
38,HF_054,Harvard Forest,3,11,HEMLOCK,,2007,,,,,,,,,,8.03E+00,4.932,,0,,-3.09E+00,,,,,,,,
38,HF_054,Harvard Forest,3,12,HEMLOCK,,2007,,,,,,,,,,0.00E+00,0,,7.996,,8.00E+00,,,,,,,,
38,HF_054,Harvard Forest,4,13,LOGGED,,2007,,,,,,,,,,1.68E+00,0.953,,-2.998,,-3.73E+00,,,,,,,,
38,HF_054,Harvard Forest,4,14,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,4,15,LOGGED,,2007,,,,,,,,,,0.00E+00,0,,0.018,,1.80E-02,,,,,,,,
38,HF_054,Harvard Forest,4,16,LOGGED,,2007,,,,,,,,,,3.35E+00,2.465,,6.481,,5.59E+00,,,,,,,,
38,HF_054,Harvard Forest,5,17,GIRDLED,,2007,,,,,,,,,,2.50E+01,13.078,,0.073,,-1.19E+01,,,,,,,,
38,HF_054,Harvard Forest,5,18,GIRDLED,,2007,,,,,,,,,,6.00E+01,30.451,,0.056,,-2.95E+01,,,,,,,,
38,HF_054,Harvard Forest,5,19,GIRDLED,,2007,,,,,,,,,,1.78E+01,13.394,,0,,-4.37E+00,,,,,,,,
38,HF_054,Harvard Forest,5,20,GIRDLED,,2007,,,,,,,,,,5.27E+00,3.148,,0,,-2.13E+00,,,,,,,,
38,HF_054,Harvard Forest,6,21,HEMLOCK,,2007,,,,,,,,,,3.13E+00,1.019,,0,,-2.11E+00,,,,,,,,
38,HF_054,Harvard Forest,6,22,HEMLOCK,,2007,,,,,,,,,,1.80E+01,6.205,,0,,-1.18E+01,,,,,,,,
38,HF_054,Harvard Forest,6,23,HEMLOCK,,2007,,,,,,,,,,7.67E+00,3.474,,0.325,,-3.87E+00,,,,,,,,
38,HF_054,Harvard Forest,6,24,HEMLOCK,,2007,,,,,,,,,,4.25E+00,1.373,,0,,-2.87E+00,,,,,,,,
38,HF_054,Harvard Forest,7,25,HARDWOOD,,2007,,,,,,,,,,0.00E+00,0,,0.208,,2.08E-01,,,,,,,,
38,HF_054,Harvard Forest,7,26,HARDWOOD,,2007,,,,,,,,,,6.03E+00,4.436,,0.562,,-1.03E+00,,,,,,,,
38,HF_054,Harvard Forest,7,27,HARDWOOD,,2007,,,,,,,,,,6.78E+00,4.215,,0.021,,-2.55E+00,,,,,,,,
38,HF_054,Harvard Forest,7,28,HARDWOOD,,2007,,,,,,,,,,2.18E+00,1.809,,0.833,,4.59E-01,,,,,,,,
38,HF_054,Harvard Forest,8,29,HARDWOOD,,2007,,,,,,,,,,9.54E+00,8.246,,1.51,,2.20E-01,,,,,,,,
38,HF_054,Harvard Forest,8,30,HARDWOOD,,2007,,,,,,,,,,1.62E+01,12.736,,2.27,,-1.18E+00,,,,,,,,
38,HF_054,Harvard Forest,8,31,HARDWOOD,,2007,,,,,,,,,,3.51E+00,3.257,,1.684,,1.43E+00,,,,,,,,
38,HF_054,Harvard Forest,8,32,HARDWOOD,,2007,,,,,,,,,,1.79E+01,14.362,,0.358,,-3.21E+00,,,,,,,,
38,HF_054,Harvard Forest,1,1,GIRDLED,,2008,,,,,,,,,,2.93E+02,18.503,,-0.003,,-2.74E+02,,,,,,,,
38,HF_054,Harvard Forest,1,2,GIRDLED,,2008,,,,,,,,,,3.10E+02,47.769,,0,,-2.62E+02,,,,,,,,
38,HF_054,Harvard Forest,1,3,GIRDLED,,2008,,,,,,,,,,1.33E+02,17.918,,0.175,,-1.15E+02,,,,,,,,
38,HF_054,Harvard Forest,1,4,GIRDLED,,2008,,,,,,,,,,1.24E+02,7.214,,0.023,,-1.17E+02,,,,,,,,
38,HF_054,Harvard Forest,2,5,LOGGED,,2008,,,,,,,,,,3.88E+02,39.497,,2.105,,-3.47E+02,,,,,,,,
38,HF_054,Harvard Forest,2,6,LOGGED,,2008,,,,,,,,,,4.89E+02,47.801,,1.134,,-4.40E+02,,,,,,,,
38,HF_054,Harvard Forest,2,7,LOGGED,,2008,,,,,,,,,,1.16E+02,12.747,,-0.04,,-1.03E+02,,,,,,,,
38,HF_054,Harvard Forest,2,8,LOGGED,,2008,,,,,,,,,,2.75E+02,21.041,,-0.118,,-2.54E+02,,,,,,,,
38,HF_054,Harvard Forest,3,9,HEMLOCK,,2008,,,,,,,,,,0.00E+00,0,,8.445,,8.45E+00,,,,,,,,
38,HF_054,Harvard Forest,3,10,HEMLOCK,,2008,,,,,,,,,,1.32E+02,11.804,,0,,-1.20E+02,,,,,,,,
38,HF_054,Harvard Forest,3,11,HEMLOCK,,2008,,,,,,,,,,3.72E+01,2.888,,0,,-3.44E+01,,,,,,,,
38,HF_054,Harvard Forest,3,12,HEMLOCK,,2008,,,,,,,,,,1.47E+02,12.889,,0.025,,-1.34E+02,,,,,,,,
38,HF_054,Harvard Forest,4,13,LOGGED,,2008,,,,,,,,,,2.28E+02,18.236,,8.127,,-2.02E+02,,,,,,,,
38,HF_054,Harvard Forest,4,14,LOGGED,,2008,,,,,,,,,,2.54E+02,34.806,,1.74,,-2.17E+02,,,,,,,,
38,HF_054,Harvard Forest,4,15,LOGGED,,2008,,,,,,,,,,2.27E+02,11.228,,0.011,,-2.15E+02,,,,,,,,
38,HF_054,Harvard Forest,4,16,LOGGED,,2008,,,,,,,,,,2.04E+02,18.385,,0.367,,-1.86E+02,,,,,,,,
38,HF_054,Harvard Forest,5,17,GIRDLED,,2008,,,,,,,,,,5.76E+02,55.25,,-1.445,,-5.22E+02,,,,,,,,
38,HF_054,Harvard Forest,5,18,GIRDLED,,2008,,,,,,,,,,1.85E+02,19.655,,0,,-1.65E+02,,,,,,,,
38,HF_054,Harvard Forest,5,19,GIRDLED,,2008,,,,,,,,,,3.55E+02,42.699,,0.28,,-3.12E+02,,,,,,,,
38,HF_054,Harvard Forest,5,20,GIRDLED,,2008,,,,,,,,,,2.20E+02,25.168,,-0.232,,-1.95E+02,,,,,,,,
38,HF_054,Harvard Forest,6,21,HEMLOCK,,2008,,,,,,,,,,2.76E+02,32.929,,0,,-2.43E+02,,,,,,,,
38,HF_054,Harvard Forest,6,22,HEMLOCK,,2008,,,,,,,,,,1.91E+02,27.208,,0,,-1.64E+02,,,,,,,,
38,HF_054,Harvard Forest,6,23,HEMLOCK,,2008,,,,,,,,,,9.97E+01,9.8,,0,,-8.99E+01,,,,,,,,
38,HF_054,Harvard Forest,6,24,HEMLOCK,,2008,,,,,,,,,,2.41E+02,22.399,,0,,-2.18E+02,,,,,,,,
38,HF_054,Harvard Forest,7,25,HARDWOOD,,2008,,,,,,,,,,6.68E+02,58.778,,0.023,,-6.09E+02,,,,,,,,
38,HF_054,Harvard Forest,7,26,HARDWOOD,,2008,,,,,,,,,,3.61E+02,26.629,,0.063,,-3.34E+02,,,,,,,,
38,HF_054,Harvard Forest,7,27,HARDWOOD,,2008,,,,,,,,,,0.00E+00,0,,0,,0.00E+00,,,,,,,,
38,HF_054,Harvard Forest,7,28,HARDWOOD,,2008,,,,,,,,,,9.93E+01,8.567,,0,,-9.07E+01,,,,,,,,
38,HF_054,Harvard Forest,8,29,HARDWOOD,,2008,,,,,,,,,,2.01E+02,11.897,,0.629,,-1.89E+02,,,,,,,,
38,HF_054,Harvard Forest,8,30,HARDWOOD,,2008,,,,,,,,,,8.32E+01,13.8,,0.235,,-6.92E+01,,,,,,,,
38,HF_054,Harvard Forest,8,31,HARDWOOD,,2008,,,,,,,,,,1.46E+02,17.929,,0.074,,-1.28E+02,,,,,,,,
38,HF_054,Harvard Forest,8,32,HARDWOOD,,2008,,,,,,,,,,1.69E+02,12.5,,0,,-1.56E+02,,,,,,,,
38,HF_054,Harvard Forest,1,1,GIRDLED,,2008,,,,,,,,,,1.01E+01,11.105,,0,,1.03E+00,,,,,,,,
38,HF_054,Harvard Forest,1,2,GIRDLED,,2008,,,,,,,,,,3.67E+01,26.672,,0,,-1.00E+01,,,,,,,,
38,HF_054,Harvard Forest,1,3,GIRDLED,,2008,,,,,,,,,,5.25E+00,4.301,,3.055,,2.10E+00,,,,,,,,
38,HF_054,Harvard Forest,1,4,GIRDLED,,2008,,,,,,,,,,3.87E+00,2.318,,-0.279,,-1.84E+00,,,,,,,,
38,HF_054,Harvard Forest,2,5,LOGGED,,2008,,,,,,,,,,6.89E+00,6.863,,7.657,,7.63E+00,,,,,,,,
